0.991489,0.592417,0.569507,0
0.587234,0.56872,0.668161,1
0.67234,0.630332,0.542601,0
0.914894,0.559242,0.636771,1
0.765957,0.616114,0.573991,0
0.659574,0.606635,0.591928,1
0.995745,0.601896,0.569507,0
0.591489,0.554502,0.681614,1
0.110638,0.635071,0.560538,0
0.808511,0.635071,0.609865,1
0.26383,0.597156,0.565022,0
0.540426,0.526066,0.668161,1
0.285106,0.668246,0.461883,0
0.608511,0.488152,0.632287,1
0.744681,0.369668,0.699552,0
0.574468,0.545024,0.627803,1
0.974468,0.601896,0.569507,0
0.574468,0.601896,0.632287,1
0.493617,0.563981,0.609865,0
0.851064,0.49763,0.668161,1
0.604255,0.559242,0.600897,0
0.519149,0.440758,0.730942,1
0.229787,0.601896,0.569507,0
0.689362,0.554502,0.609865,1
0.659574,0.592417,0.591928,0
0.306383,0.592417,0.58296,1
0.47234,0.654028,0.58296,0
0.548936,0.540284,0.605381,1
0.246809,0.654028,0.497758,0
0.765957,0.545024,0.636771,1
0.217021,0.554502,0.55157,0
0.523404,0.592417,0.600897,1
0.8,0.521327,0.623318,0
0.33617,0.511848,0.690583,1
0.523404,0.620853,0.55157,0
0.731915,0.516588,0.632287,1
0.87234,0.597156,0.573991,0
0.459574,0.450237,0.766816,1
0.178723,0.601896,0.600897,0
0.587234,0.549763,0.641256,1
0.995745,0.597156,0.573991,0
0.659574,0.554502,0.659193,1
0.668085,0.606635,0.560538,0
0.655319,0.56872,0.659193,1
0.238298,0.601896,0.560538,0
0.480851,0.582938,0.659193,1
0.0978723,0.616114,0.573991,0
0.47234,0.511848,0.699552,1
0.395745,0.511848,0.632287,0
0.748936,0.488152,0.668161,1
0.506383,0.611374,0.466368,0
0.66383,0.611374,0.686099,1
0.540426,0.601896,0.569507,0
0.357447,0.554502,0.641256,1
0.382979,0.616114,0.735426,0
0.361702,0.521327,0.64574,1
0.140426,0.606635,0.569507,0
0.574468,0.535545,0.681614,1
0.685106,0.611374,0.565022,0
0.634043,0.606635,0.641256,1
0.510638,0.374408,0.775785,0
0.217021,0.563981,0.627803,1
0.731915,0.530806,0.623318,0
0.289362,0.57346,0.61435,1
0.0808511,0.597156,0.569507,0
0.591489,0.521327,0.650224,1
0.0808511,0.597156,0.573991,0
0.6,0.57346,0.650224,1
0.617021,0.63981,0.538117,0
0.480851,0.526066,0.641256,1
0.982979,0.582938,0.569507,0
0.531915,0.545024,0.686099,1
0.774468,0.597156,0.569507,0
0.587234,0.554502,0.641256,1
0.893617,0.464455,0.632287,0
0.331915,0.545024,0.632287,1
0.646809,0.597156,0.55157,0
0.47234,0.450237,0.726457,1
0.66383,0.578199,0.596413,0
0.642553,0.587678,0.600897,1
0.485106,0.530806,0.632287,0
0.417021,0.559242,0.663677,1
0.178723,0.592417,0.569507,0
0.446809,0.540284,0.641256,1
0.991489,0.592417,0.569507,0
0.778723,0.540284,0.650224,1
0.280851,0.649289,0.565022,0
0.719149,0.450237,0.766816,1
0.557447,0.611374,0.565022,0
0.485106,0.526066,0.681614,1
0.489362,0.549763,0.627803,0
0.702128,0.559242,0.623318,1
0.246809,0.606635,0.556054,0
0.361702,0.511848,0.64574,1
0.378723,0.492891,0.578475,0
0.808511,0.601896,0.623318,1
0.914894,0.521327,0.565022,0
0.651064,0.50237,0.690583,1
0.0851064,0.616114,0.569507,0
0.829787,0.516588,0.668161,1
0.417021,0.492891,0.61435,0
0.293617,0.511848,0.681614,1
0.182979,0.606635,0.565022,0
0.73617,0.540284,0.605381,1
0.604255,0.767773,0.421525,0
0.625532,0.582938,0.627803,1
0.825532,0.469194,0.668161,0
0.702128,0.668246,0.591928,1
0.255319,0.540284,0.55157,0
0.4,0.63981,0.58296,1
0.468085,0.545024,0.547085,0
0.595745,0.530806,0.726457,1
0.0808511,0.601896,0.58296,0
0.608511,0.483412,0.668161,1
0.557447,0.540284,0.587444,0
0.731915,0.57346,0.632287,1
0.144681,0.616114,0.569507,0
0.582979,0.535545,0.659193,1
0.157447,0.582938,0.659193,0
0.821277,0.535545,0.641256,1
0.991489,0.592417,0.569507,0
0.582979,0.440758,0.748879,1
0.170213,0.582938,0.569507,0
0.642553,0.559242,0.641256,1
0.587234,0.63981,0.542601,0
0.408511,0.516588,0.681614,1
0.570213,0.345972,0.748879,0
0.523404,0.473934,0.654709,1
0.710638,0.625592,0.556054,0
0.331915,0.526066,0.641256,1
0.834043,0.578199,0.587444,0
0.540426,0.50237,0.632287,1
0.697872,0.374408,0.780269,0
0.510638,0.516588,0.690583,1
0.553191,0.454976,0.627803,0
0.595745,0.582938,0.650224,1
0.0680851,0.606635,0.573991,0
0.638298,0.526066,0.659193,1
0.110638,0.587678,0.596413,0
0.655319,0.559242,0.609865,1
0.92766,0.582938,0.58296,0
0.587234,0.507109,0.690583,1
0.229787,0.63981,0.538117,0
0.753191,0.587678,0.609865,1
0.859574,0.516588,0.627803,0
0.561702,0.563981,0.70852,1
0.753191,0.625592,0.556054,0
0.506383,0.492891,0.713004,1
0.612766,0.630332,0.556054,0
0.6,0.521327,0.663677,1
0.144681,0.57346,0.618834,0
0.570213,0.559242,0.61435,1
0.995745,0.601896,0.573991,0
0.689362,0.592417,0.578475,1
0.621277,0.601896,0.587444,0
0.731915,0.578199,0.650224,1
0.73617,0.611374,0.55157,0
0.680851,0.511848,0.668161,1
0.365957,0.526066,0.591928,0
0.191489,0.578199,0.609865,1
0.404255,0.526066,0.618834,0
0.723404,0.540284,0.650224,1
0.242553,0.545024,0.61435,0
0.323404,0.535545,0.641256,1
0.578723,0.469194,0.618834,0
0.217021,0.601896,0.58296,1
0.0680851,0.601896,0.569507,0
0.412766,0.526066,0.64574,1
0.578723,0.582938,0.591928,0
0.357447,0.530806,0.641256,1
0.634043,0.303318,0.70852,0
0.455319,0.492891,0.64574,1
0.523404,0.469194,0.627803,0
0.73617,0.545024,0.609865,1
0.714894,0.587678,0.569507,0
0.680851,0.597156,0.591928,1
0.404255,0.582938,0.600897,0
0.608511,0.492891,0.627803,1
0.102128,0.606635,0.573991,0
0.595745,0.412322,0.793722,1
0.842553,0.464455,0.668161,0
0.306383,0.554502,0.623318,1
0.995745,0.601896,0.573991,0
0.73617,0.464455,0.668161,1
0.404255,0.516588,0.600897,0
0.540426,0.56872,0.659193,1
0.438298,0.563981,0.605381,0
0.621277,0.578199,0.641256,1
0.680851,0.587678,0.596413,0
0.395745,0.50237,0.650224,1
0.165957,0.587678,0.578475,0
0.578723,0.540284,0.641256,1
0.297872,0.507109,0.641256,0
0.514894,0.516588,0.654709,1
0.27234,0.611374,0.565022,0
0.348936,0.49763,0.64574,1
0.995745,0.601896,0.569507,0
0.33617,0.587678,0.600897,1
0.0680851,0.601896,0.569507,0
0.32766,0.563981,0.623318,1
0.174468,0.540284,0.605381,0
0.4,0.492891,0.766816,1
0.280851,0.668246,0.591928,0
0.774468,0.492891,0.67713,1
0.846809,0.587678,0.556054,0
0.685106,0.49763,0.713004,1
0.489362,0.630332,0.547085,0
0.502128,0.578199,0.605381,1
0.187234,0.530806,0.632287,0
0.706383,0.535545,0.713004,1
0.0808511,0.601896,0.569507,0
0.557447,0.521327,0.681614,1
0.770213,0.454976,0.663677,0
0.574468,0.559242,0.609865,1
0.32766,0.578199,0.600897,0
0.842553,0.535545,0.690583,1
0.212766,0.540284,0.73991,0
0.578723,0.511848,0.650224,1
0.710638,0.64455,0.569507,0
0.451064,0.592417,0.605381,1
0.0978723,0.601896,0.573991,0
0.242553,0.563981,0.641256,1
0.493617,0.369668,0.641256,0
0.553191,0.625592,0.659193,1
0.991489,0.592417,0.569507,0
0.67234,0.516588,0.686099,1
0.217021,0.535545,0.591928,0
0.544681,0.582938,0.636771,1
0.225532,0.559242,0.618834,0
0.268085,0.535545,0.654709,1
0.32766,0.616114,0.587444,0
0.365957,0.601896,0.600897,1
0.225532,0.50237,0.654709,0
0.425532,0.563981,0.64574,1
0.429787,0.559242,0.587444,0
0.446809,0.563981,0.64574,1
0.774468,0.63981,0.520179,0
0.434043,0.540284,0.659193,1
0.280851,0.578199,0.609865,0
0.348936,0.578199,0.596413,1
0.765957,0.597156,0.565022,0
0.565957,0.597156,0.618834,1
0.617021,0.611374,0.569507,0
0.676596,0.587678,0.641256,1
0.561702,0.57346,0.578475,0
0.697872,0.530806,0.650224,1
0.731915,0.545024,0.578475,0
0.348936,0.540284,0.67713,1
0.187234,0.545024,0.533632,0
0.46383,0.488152,0.744395,1
0.574468,0.611374,0.569507,0
0.591489,0.492891,0.627803,1
0.187234,0.606635,0.58296,0
0.621277,0.530806,0.659193,1
0.289362,0.563981,0.623318,0
0.625532,0.554502,0.591928,1
0.774468,0.578199,0.605381,0
0.557447,0.50237,0.672646,1
0.629787,0.777251,0.426009,0
0.604255,0.578199,0.632287,1
0.0765957,0.611374,0.573991,0
0.455319,0.469194,0.748879,1
0.553191,0.440758,0.618834,0
0.731915,0.540284,0.721973,1
0.161702,0.606635,0.591928,0
0.642553,0.473934,0.726457,1
0.165957,0.56872,0.654709,0
0.497872,0.616114,0.61435,1
0.8,0.592417,0.627803,0
0.659574,0.450237,0.748879,1
0.323404,0.578199,0.569507,0
0.591489,0.530806,0.668161,1
0.357447,0.597156,0.520179,0
0.510638,0.587678,0.61435,1
0.851064,0.611374,0.573991,0
0.702128,0.597156,0.573991,1
0.395745,0.563981,0.596413,0
0.8,0.526066,0.681614,1
0.293617,0.592417,0.569507,0
0.357447,0.559242,0.632287,1
0.808511,0.601896,0.556054,0
0.485106,0.57346,0.67713,1
0.33617,0.696682,0.565022,0
0.387234,0.516588,0.690583,1
0.621277,0.592417,0.533632,0
0.47234,0.530806,0.636771,1
0.114894,0.616114,0.569507,0
0.382979,0.563981,0.632287,1
0.429787,0.407583,0.64574,0
0.655319,0.526066,0.659193,1
0.340426,0.492891,0.61435,0
0.53617,0.545024,0.67713,1
0.195745,0.592417,0.573991,0
0.646809,0.526066,0.668161,1
0.0680851,0.606635,0.573991,0
0.787234,0.511848,0.64574,1
0.361702,0.511848,0.623318,0
0.595745,0.582938,0.61435,1
0.246809,0.535545,0.663677,0
0.353191,0.535545,0.632287,1
0.178723,0.635071,0.55157,0
0.642553,0.582938,0.569507,1
0.608511,0.454976,0.623318,0
0.706383,0.507109,0.668161,1
0.0680851,0.601896,0.569507,0
0.582979,0.526066,0.641256,1
0.0765957,0.601896,0.578475,0
0.238298,0.578199,0.605381,1
0.642553,0.64455,0.578475,0
0.72766,0.488152,0.721973,1
0.33617,0.530806,0.744395,0
0.608511,0.582938,0.609865,1
0.153191,0.706161,0.632287,0
0.285106,0.50237,0.67713,1
0.770213,0.559242,0.587444,0
0.451064,0.535545,0.641256,1
0.574468,0.616114,0.569507,0
0.723404,0.478673,0.73991,1
0.12766,0.563981,0.605381,0
0.659574,0.526066,0.681614,1
0.655319,0.606635,0.573991,0
0.646809,0.56872,0.668161,1
0.451064,0.540284,0.618834,0
0.668085,0.64455,0.600897,1
0.480851,0.559242,0.591928,0
0.629787,0.450237,0.784753,1
0.0978723,0.611374,0.565022,0
0.523404,0.616114,0.668161,1
0.153191,0.587678,0.587444,0
0.523404,0.492891,0.64574,1
0.276596,0.620853,0.560538,0
0.587234,0.554502,0.636771,1
0.53617,0.625592,0.560538,0
0.574468,0.611374,0.623318,1
0.714894,0.578199,0.573991,0
0.757447,0.540284,0.641256,1
0.595745,0.597156,0.573991,0
0.608511,0.606635,0.659193,1
0.710638,0.535545,0.641256,0
0.617021,0.540284,0.650224,1
0.757447,0.606635,0.556054,0
0.574468,0.597156,0.663677,1
0.685106,0.450237,0.64574,0
0.374468,0.50237,0.623318,1
0.740426,0.516588,0.632287,0
0.531915,0.540284,0.699552,1
0.140426,0.606635,0.58296,0
0.629787,0.601896,0.663677,1
0.812766,0.606635,0.569507,0
0.382979,0.559242,0.672646,1
0.217021,0.597156,0.596413,0
0.808511,0.559242,0.600897,1
0.995745,0.601896,0.569507,0
0.787234,0.592417,0.659193,1
0.73617,0.402844,0.699552,0
0.387234,0.492891,0.641256,1
0.455319,0.649289,0.578475,0
0.519149,0.516588,0.681614,1
0.825532,0.611374,0.55157,0
0.570213,0.488152,0.695067,1
0.53617,0.649289,0.556054,0
0.706383,0.559242,0.686099,1
0.344681,0.620853,0.547085,0
0.587234,0.559242,0.609865,1
0.804255,0.56872,0.632287,0
0.612766,0.521327,0.730942,1
0.404255,0.549763,0.511211,0
0.531915,0.535545,0.681614,1
0.821277,0.469194,0.668161,0
0.67234,0.545024,0.609865,1
0.502128,0.516588,0.641256,0
0.259574,0.592417,0.605381,1
0.13617,0.601896,0.569507,0
0.914894,0.526066,0.632287,1
0.485106,0.578199,0.605381,0
0.408511,0.492891,0.73991,1
0.510638,0.601896,0.573991,0
0.293617,0.535545,0.668161,1
0.344681,0.597156,0.573991,0
0.744681,0.483412,0.672646,1
0.297872,0.616114,0.560538,0
0.655319,0.563981,0.650224,1
0.685106,0.7109,0.67713,0
0.493617,0.535545,0.672646,1
0.259574,0.540284,0.560538,0
0.451064,0.592417,0.668161,1
0.238298,0.578199,0.565022,0
0.510638,0.483412,0.668161,1
0.821277,0.469194,0.668161,0
0.561702,0.516588,0.672646,1
0.429787,0.445498,0.672646,0
0.748936,0.445498,0.699552,1
0.293617,0.592417,0.704036,0
0.489362,0.50237,0.713004,1
0.280851,0.64455,0.573991,0
0.668085,0.516588,0.650224,1
0.846809,0.616114,0.560538,0
0.629787,0.488152,0.70852,1
0.374468,0.582938,0.569507,0
0.714894,0.507109,0.690583,1
0.378723,0.521327,0.632287,0
0.765957,0.545024,0.636771,1
0.204255,0.530806,0.659193,0
0.387234,0.535545,0.668161,1
0.289362,0.464455,0.627803,0
0.489362,0.526066,0.668161,1
0.2,0.582938,0.587444,0
0.47234,0.540284,0.681614,1
0.651064,0.611374,0.547085,0
0.8,0.56872,0.632287,1
0.621277,0.71564,0.479821,0
0.604255,0.601896,0.569507,1
0.791489,0.606635,0.591928,0
0.357447,0.587678,0.596413,1
0.234043,0.611374,0.524664,0
0.557447,0.530806,0.659193,1
0.93617,0.582938,0.569507,0
